index,dna_biosample,sequence_data_type,ampliconlibrary_quantification_ng.ul,plate_ID,well_location,sample_or_blank,sample_spiked_blank,spiked_volume,swab_presence,MK_spike,Sequencer,sample_name.y,animal_biosample,DNA_data_type,sample_type,dna_experiment_date,dna_extraction_success,Basidiobolus_present,Ct_value,copy_number,DNA.QC.ng.ul.fluorometer,DNA.QC.A260.280,qualitative_visualization.1_5.scale,culture_biosample,sample_name,becky_hardman_id,bh_id_prefix,zoo_nashville_id,pit,tank_number,hatch_date,sex,weight,total_length,terbinafine,river.water,diet_crayfish,last_crayfish_feeding,dataset,env_broad_scale,env_medium,storage_medium,host_pooped,host_taxon,host_genus,host_species,svl,animal_type,animal_ecomode,collection_date,state,county,ecoregion_III,ecoregion_IV,site,gps_n,gps_w,walker_wash_swab_protocol,data_type,collector,notes_host,notes_lab
UHM811_34477,21513,16S_amplicon,52,UHM_Hellbender_P1_CEC,E6,sample,sample,1,1,1,NA,UHM811,12124,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12124,UHM811,18ZB-55,18ZB,7355,3D6153439 6D20,NA,10/5/2018,M,173.1,30,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM811_34534,34045,16S_amplicon,49,UHM_Hellbender_P2_CEC,F1,sample,sample,1,1,1,NA,UHM811,23012,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23012,UHM811,18ZB-55,18ZB,7355,3D6153439 6D20,NA,10/5/2018,M,221.9,32,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM812_34525,34425,16S_amplicon,58,UHM_Hellbender_P1_CEC,E12,sample,sample,1,1,1,NA,UHM812,12126,DNA,cloacal swab,6/27/2024,NA,NA,NA,NA,NA,NA,NA,12126,UHM812,18ZB-49,18ZB,7349,3D6153439 4AA4,NA,10/5/2018,F,190.9,30.1,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,"Animal also listed as UHM805, unsure which UHM # to proceed with",
UHM812_34608,34408,16S_amplicon,61,UHM_Hellbender_P2_CEC,H10,sample,sample,1,1,1,NA,UHM812,12125,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,12125,UHM812,18ZB-49,18ZB,7349,3D6153439 4AA4,NA,10/5/2018,F,NA,NA,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM813_34492,21861,16S_amplicon,52,UHM_Hellbender_P1_CEC,D8,sample,sample,1,1,1,NA,UHM813,12130,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12130,UHM813,18ZB-53,18ZB,7353,3D6153439 4A77,NA,10/5/2018,M,177.9,32,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM813_34547,34059,16S_amplicon,49,UHM_Hellbender_P2_CEC,C3,sample,sample,1,1,1,NA,UHM813,23015,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,23015,UHM813,18ZB-53,18ZB,7353,3D6153439 4A77,NA,10/5/2018,M,216.1,33,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM818_34436,20918,16S_amplicon,46,UHM_Hellbender_P1_CEC,D1,sample,sample,1,1,1,NA,UHM818,12143,DNA,cloacal swab,11/27/2023,NA,NA,NA,NA,NA,NA,NA,12143,UHM818,18ZB-45,18ZB,7345,3D6153439 5F46,NA,10/5/2018,M,96.4,24.8,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM818_34455,21463,16S_amplicon,60,UHM_Hellbender_P1_CEC,G3,sample,sample,1,1,1,NA,UHM818,12144,DNA,cloacal swab,12/1/2023,NA,NA,NA,NA,NA,NA,NA,12144,UHM818,18ZB-45,18ZB,7345,3D6153439 5F46,NA,10/5/2018,M,111.8,25.5,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM818_34475,21511,16S_amplicon,33,UHM_Hellbender_P1_CEC,C6,sample,sample,1,1,1,NA,UHM818,12145,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12145,UHM818,18ZB-45,18ZB,7345,3D6153439 5F46,NA,10/5/2018,M,129.9,26.5,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM818_34532,34043,16S_amplicon,47,UHM_Hellbender_P2_CEC,D1,sample,sample,1,1,1,NA,UHM818,23018,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23018,UHM818,18ZB-45,18ZB,7345,3D6153439 5F46,NA,10/5/2018,M,144.4,28,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM819_34536,34047,16S_amplicon,39,UHM_Hellbender_P2_CEC,H1,sample,sample,1,1,1,NA,UHM819,23021,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23021,UHM819,18ZB-63,18ZB,7363,3D6153439 6A35,NA,10/5/2018,M,107.2,26,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM820_34437,20919,16S_amplicon,47,UHM_Hellbender_P1_CEC,E1,sample,sample,1,1,1,NA,UHM820,12149,DNA,cloacal swab,11/27/2023,NA,NA,NA,NA,NA,NA,NA,12149,UHM820,18ZB-46,18ZB,7346,3D6153439 4D66,NA,10/5/2018,M,95.5,24.7,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM820_34476,21512,16S_amplicon,45,UHM_Hellbender_P1_CEC,D6,sample,sample,1,1,1,NA,UHM820,12151,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12151,UHM820,18ZB-46,18ZB,7346,3D6153439 4D66,NA,10/5/2018,M,118.1,27,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM820_34533,34044,16S_amplicon,52,UHM_Hellbender_P2_CEC,E1,sample,sample,1,1,1,NA,UHM820,23024,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23024,UHM820,18ZB-46,18ZB,7346,3D6153439 4D66,NA,10/5/2018,M,137.8,29,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM827_34462,21497,16S_amplicon,70,UHM_Hellbender_P1_CEC,F4,sample,sample,1,1,1,NA,UHM827,12171,DNA,cloacal swab,12/6/2023,NA,NA,NA,NA,NA,NA,NA,12171,UHM827,18ZB-70,18ZB,7370,3D6153439 5B27,NA,10/5/2018,M,119.9,26,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM827_34482,21518,16S_amplicon,38,UHM_Hellbender_P1_CEC,B7,sample,sample,1,1,1,NA,UHM827,12172,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12172,UHM827,18ZB-70,18ZB,7370,3D6153439 5B27,NA,10/5/2018,M,162.4,27.5,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM827_34539,34050,16S_amplicon,55,UHM_Hellbender_P2_CEC,C2,sample,sample,1,1,1,NA,UHM827,23030,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23030,UHM827,18ZB-70,18ZB,7370,3D6153439 5B27,NA,10/5/2018,M,176.5,29,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM829_34464,21499,16S_amplicon,52,UHM_Hellbender_P1_CEC,H4,sample,sample,1,1,1,NA,UHM829,12177,DNA,cloacal swab,12/6/2023,NA,NA,NA,NA,NA,NA,NA,12177,UHM829,18ZB-73,18ZB,7373,3D504AA54D774,NA,10/5/2018,M,144.6,26,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM829_34484,21520,16S_amplicon,44,UHM_Hellbender_P1_CEC,D7,sample,sample,1,1,1,NA,UHM829,12178,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12178,UHM829,18ZB-73,18ZB,7373,3D504AA54D774,NA,10/5/2018,M,173.5,28.8,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM829_34541,34052,16S_amplicon,40,UHM_Hellbender_P2_CEC,E2,sample,sample,1,1,1,NA,UHM829,23033,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23033,UHM829,18ZB-73,18ZB,7373,3D504AA54D774,NA,10/5/2018,M,209.7,30,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM832_34449,21457,16S_amplicon,38,UHM_Hellbender_P1_CEC,A3,sample,sample,1,1,1,NA,UHM832,12185,DNA,cloacal swab,12/1/2023,NA,NA,NA,NA,NA,NA,NA,12185,UHM832,18ZB-75,18ZB,7375,3D6153439 5EFE,NA,10/5/2018,M,139.8,27.2,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM832_34494,21863,16S_amplicon,54,UHM_Hellbender_P1_CEC,F8,sample,sample,1,1,1,NA,UHM832,12187,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12187,UHM832,18ZB-75,18ZB,7375,3D6153439 5EFE,NA,10/5/2018,M,185.6,30,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM832_34549,34061,16S_amplicon,53,UHM_Hellbender_P2_CEC,E3,sample,sample,1,1,1,NA,UHM832,20145,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,20145,UHM832,18ZB-75,18ZB,7375,3D6153439 5EFE,NA,10/5/2018,M,182.8,31,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM949_34574,34372,16S_amplicon,45,UHM_Hellbender_P2_CEC,F6,sample,sample,1,1,1,NA,UHM949,12787,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12787,UHM949,,,4226,,NA,,,668.1,30.1,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,These are adults
UHM950_34575,34373,16S_amplicon,81,UHM_Hellbender_P2_CEC,G6,sample,sample,1,1,1,NA,UHM950,12790,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12790,UHM950,,,1052,,NA,,,807.15,33.2,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,"*As a note, the zoo staff recorded the last 4 digits of each individual's chip/PIT tag to use as their zoo ID"
UHM951_34576,34374,16S_amplicon,81,UHM_Hellbender_P2_CEC,H6,sample,sample,1,1,1,NA,UHM951,12793,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12793,UHM951,,,3988,,NA,,,727.8,36.5,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM952_34577,34375,16S_amplicon,61,UHM_Hellbender_P2_CEC,A7,sample,sample,1,1,1,NA,UHM952,12796,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12796,UHM952,,,2574,,NA,,,639.62,33.4,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM953_34578,34376,16S_amplicon,68,UHM_Hellbender_P2_CEC,B7,sample,sample,1,1,1,NA,UHM953,12799,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12799,UHM953,,,7629,,NA,,,450.19,34.3,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM954_34579,34377,16S_amplicon,81,UHM_Hellbender_P2_CEC,C7,sample,sample,1,1,1,NA,UHM954,12802,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12802,UHM954,,,2316,,NA,,,481.36,37.2,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM955_34580,34378,16S_amplicon,47,UHM_Hellbender_P2_CEC,D7,sample,sample,1,1,1,NA,UHM955,12805,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12805,UHM955,,,4242,,NA,,,570.54,38.5,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM956_34581,34379,16S_amplicon,71,UHM_Hellbender_P2_CEC,E7,sample,sample,1,1,1,NA,UHM956,12808,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12808,UHM956,,,4037,,NA,,,212.75,26,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,These are sub-adults
UHM957_34582,34380,16S_amplicon,65,UHM_Hellbender_P2_CEC,F7,sample,sample,1,1,1,NA,UHM957,12811,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12811,UHM957,,,4038,,NA,,,219.77,27.3,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM958_34583,34381,16S_amplicon,56,UHM_Hellbender_P2_CEC,G7,sample,sample,1,1,1,NA,UHM958,12814,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12814,UHM958,,,10014,,NA,,,365.92,36.8,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM959_34584,34382,16S_amplicon,72,UHM_Hellbender_P2_CEC,H7,sample,sample,1,1,1,NA,UHM959,12817,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12817,UHM959,,,4036,,NA,,,218.53,28,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM960_34585,34383,16S_amplicon,42,UHM_Hellbender_P2_CEC,A8,sample,sample,1,1,1,NA,UHM960,12820,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12820,UHM960,,,10013,,NA,,,251.05,31.3,NA,NA,NA,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/30/2024,TN,hamilton,Ridge and Valley,NA,Chattanooga Zoo,35.04,-85.29,0,metadata,Chloe Cummins,,
UHM961_35798,35779,16S_amplicon,30,UHM_Hellbender_Partial_P3_CEC,B1,sample,sample,1,1,1,NA,UHM961,12823,DNA,environmental swab,8/6/2024,NA,NA,NA,NA,NA,NA,NA,12823,UHM961,,,NA,,NA,,,NA,NA,NA,NA,NA,,uhm,environmental,water,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/2/2024,TN,polk,Blue Ridge Mountains,NA,Hiwassee River Picnic Area,35.22,-84.52,0,metadata,Chloe Cummins,,
UHM962_34586,34384,16S_amplicon,39,UHM_Hellbender_P2_CEC,B8,sample,sample,1,1,1,NA,UHM962,12826,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12826,UHM962,,,NA,,NA,,,NA,NA,NA,NA,NA,,uhm,wild,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/2/2024,TN,polk,Blue Ridge Mountains,NA,Hiwassee River Picnic Area,35.22,-84.52,0,metadata,Chloe Cummins,,
UHM963_34587,34385,16S_amplicon,47,UHM_Hellbender_P2_CEC,C8,sample,sample,1,1,1,NA,UHM963,12829,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12829,UHM963,,,NA,,NA,,,NA,20.4,NA,NA,NA,,uhm,wild,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/2/2024,TN,polk,Blue Ridge Mountains,NA,Hiwassee River Picnic Area,35.22,-84.52,0,metadata,Chloe Cummins,,
UHM964_34588,34386,16S_amplicon,50,UHM_Hellbender_P2_CEC,D8,sample,sample,1,1,1,NA,UHM964,12832,DNA,cloacal swab,6/23/2024,NA,NA,NA,NA,NA,NA,NA,12832,UHM964,,,NA,,NA,,,NA,29,NA,NA,NA,,uhm,wild,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/2/2024,TN,polk,Blue Ridge Mountains,NA,Hiwassee River Picnic Area,35.22,-84.52,0,metadata,Chloe Cummins,,
