index,dna_biosample,sequence_data_type,ampliconlibrary_quantification_ng.ul,plate_ID,well_location,sample_or_blank,sample_spiked_blank,spiked_volume,swab_presence,MK_spike,Sequencer,sample_name.y,animal_biosample,DNA_data_type,sample_type,dna_experiment_date,dna_extraction_success,Basidiobolus_present,Ct_value,copy_number,DNA.QC.ng.ul.fluorometer,DNA.QC.A260.280,qualitative_visualization.1_5.scale,culture_biosample,sample_name,becky_hardman_id,bh_id_prefix,zoo_nashville_id,pit,tank_number,hatch_date,sex,weight,total_length,terbinafine,river.water,diet_crayfish,last_crayfish_feeding,dataset,env_broad_scale,env_medium,storage_medium,host_pooped,host_taxon,host_genus,host_species,svl,animal_type,animal_ecomode,collection_date,state,county,ecoregion_III,ecoregion_IV,site,gps_n,gps_w,walker_wash_swab_protocol,data_type,collector,notes_host,notes_lab
UHM756_34571,34084,16S_amplicon,50,UHM_Hellbender_P2_CEC,C6,sample,sample,1,1,1,NA,UHM756,22907,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22907,UHM756,18ZB-18,18ZB,7318,3D6153439 6B59,NA,10/5/2018,F,491.7,40,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM756_34607,34407,16S_amplicon,57,UHM_Hellbender_P2_CEC,G10,sample,sample,1,1,1,NA,UHM756,11957,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11957,UHM756,18ZB-18,18ZB,7318,3D6153439 6B59,NA,10/5/2018,F,NA,NA,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM756_34615,34415,16S_amplicon,59,UHM_Hellbender_P2_CEC,G11,sample,sample,1,1,1,NA,UHM756,11958,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11958,UHM756,18ZB-18,18ZB,7318,3D6153439 6B59,NA,10/5/2018,F,275,34,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM759_34472,21508,16S_amplicon,64,UHM_Hellbender_P1_CEC,H5,sample,sample,1,1,1,NA,UHM759,11968,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,11968,UHM759,18ZB-35,18ZB,7335,3D92794DC A514,NA,10/5/2018,M,232.6,34,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM759_34529,34040,16S_amplicon,47,UHM_Hellbender_P2_CEC,A1,sample,sample,1,1,1,NA,UHM759,22913,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,22913,UHM759,18ZB-35,18ZB,7335,3D92794DC A514,NA,10/5/2018,M,325.6,36,NA,NA,1,12/13/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM761_34570,34083,16S_amplicon,47,UHM_Hellbender_P2_CEC,B6,sample,sample,1,1,1,NA,UHM761,22916,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22916,UHM761,18ZB-34,18ZB,7334,3D6153439 6725,NA,10/5/2018,F,379.6,38,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM761_34606,34406,16S_amplicon,49,UHM_Hellbender_P2_CEC,F10,sample,sample,1,1,1,NA,UHM761,11972,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11972,UHM761,18ZB-34,18ZB,7334,3D6153439 6725,NA,10/5/2018,F,214.1,31.7,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM761_34614,34414,16S_amplicon,57,UHM_Hellbender_P2_CEC,F11,sample,sample,1,1,1,NA,UHM761,11973,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11973,UHM761,18ZB-34,18ZB,7334,3D6153439 6725,NA,10/5/2018,F,244.9,34.3,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM761_34622,34423,16S_amplicon,56,UHM_Hellbender_P2_CEC,F12,sample,sample,1,1,1,NA,UHM761,11974,DNA,cloacal swab,6/27/2024,NA,NA,NA,NA,NA,NA,NA,11974,UHM761,18ZB-34,18ZB,7334,3D6153439 6725,NA,10/5/2018,F,303,36.5,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM762_34568,34081,16S_amplicon,55,UHM_Hellbender_P2_CEC,H5,sample,sample,1,1,1,NA,UHM762,22919,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22919,UHM762,18ZB-14,18ZB,7314,3D6153439 4ADC,NA,10/5/2018,F,388.9,37,NA,NA,1,12/13/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM762_34604,34404,16S_amplicon,37,UHM_Hellbender_P2_CEC,D10,sample,sample,1,1,1,NA,UHM762,11975,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11975,UHM762,18ZB-14,18ZB,7314,3D6153439 4ADC,NA,10/5/2018,F,207.1,31.2,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/21/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM762_34612,34412,16S_amplicon,45,UHM_Hellbender_P2_CEC,D11,sample,sample,1,1,1,NA,UHM762,11976,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11976,UHM762,18ZB-14,18ZB,7314,3D6153439 4ADC,NA,10/5/2018,F,243.1,33,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM762_34620,34421,16S_amplicon,52,UHM_Hellbender_P2_CEC,D12,sample,sample,1,1,1,NA,UHM762,11977,DNA,cloacal swab,6/27/2024,NA,NA,NA,NA,NA,NA,NA,11977,UHM762,18ZB-14,18ZB,7314,3D6153439 4ADC,NA,10/5/2018,F,316.3,37,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM763_34566,34079,16S_amplicon,45,UHM_Hellbender_P2_CEC,F5,sample,sample,1,1,1,NA,UHM763,22922,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22922,UHM763,18ZB-8,18ZB,7308,3D6153439 578E,NA,10/5/2018,F,535,40,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM763_34610,34410,16S_amplicon,52,UHM_Hellbender_P2_CEC,B11,sample,sample,1,1,1,NA,UHM763,11979,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11979,UHM763,18ZB-8,18ZB,7308,3D6153439 578E,NA,10/5/2018,F,326,34.5,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM763_34618,34418,16S_amplicon,51,UHM_Hellbender_P2_CEC,B12,sample,sample,1,1,1,NA,UHM763,11980,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11980,UHM763,18ZB-8,18ZB,7308,3D6153439 578E,NA,10/5/2018,F,442.9,40,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM764_34569,34082,16S_amplicon,56,UHM_Hellbender_P2_CEC,A6,sample,sample,1,1,1,NA,UHM764,22925,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22925,UHM764,18ZB-31,18ZB,7331,3D61533F4 DD36,NA,10/5/2018,F,392,37,NA,NA,1,12/13/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM764_34605,34405,16S_amplicon,37,UHM_Hellbender_P2_CEC,E10,sample,sample,1,1,1,NA,UHM764,11981,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,11981,UHM764,18ZB-31,18ZB,7331,3D61533F4 DD36,NA,10/5/2018,F,188.3,31.2,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM764_34621,34422,16S_amplicon,54,UHM_Hellbender_P2_CEC,E12,sample,sample,1,1,1,NA,UHM764,11983,DNA,cloacal swab,6/27/2024,NA,NA,NA,NA,NA,NA,NA,11983,UHM764,18ZB-31,18ZB,7331,3D61533F4 DD36,NA,10/5/2018,F,304.5,36,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM769_34555,34067,16S_amplicon,56,UHM_Hellbender_P2_CEC,C4,sample,sample,1,1,1,NA,UHM769,22934,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22934,UHM769,JZB -13,JZB,6913,3D61533F4DD21,NA,10/4/2017,M,201.7,33,NA,NA,1,12/13/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM769_35806,35787,16S_amplicon,41,UHM_Hellbender_Partial_P3_CEC,B2,sample,sample,1,1,1,NA,UHM769,22936,DNA,cloacal swab,8/6/2024,NA,NA,NA,NA,NA,NA,NA,22936,UHM769,JZB -13,JZB,6913,3D61533F4DD21,NA,10/4/2017,M,210,33.5,1,NA,NA,,uhm,wild,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,7/31/2024,TN,lewis,Interior Plateau,NA,Shady Bluff,35.56,-87.4,0,metadata,Chloe Cummins,,Fecal matter on cloacal swab
UHM769_35813,35794,16S_amplicon,33,UHM_Hellbender_Partial_P3_CEC,A3,sample,sample,1,0,1,NA,UHM769,35778,DNA,fecal,8/6/2024,NA,NA,NA,NA,NA,NA,NA,35778,UHM769,JZB -13,JZB,6913,3D61533F4DD21,NA,10/4/2017,M,210,33.5,1,NA,NA,,uhm,wild,fecal,water,Y,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,7/31/2024,TN,lewis,Interior Plateau,NA,Shady Bluff,35.56,-87.4,0,metadata,Chloe Cummins,,Host pooped prior to cloacal swab collection - mineral oil on sterile swab used for fecal collection
UHM769_36112,36107,16S_amplicon,37,UHM_Hellbender_Partial_P3_CEC,G3,sample,sample,1,1,1,NA,UHM769,22935,DNA,cloacal swab,8/8/2024,NA,NA,NA,NA,NA,NA,NA,22935,UHM769,JZB -13,JZB,6913,3D61533F4DD21,NA,10/4/2017,M,182.7,33,1,NA,1,2/14/2024,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Pia Sandonato,,
UHM770_34552,34064,16S_amplicon,59,UHM_Hellbender_P2_CEC,H3,sample,sample,1,1,1,NA,UHM770,22937,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22937,UHM770,JZB -30,JZB,6930,3D61533F4DD2F,NA,10/4/2017,M,170.3,33,NA,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM775_34451,21459,16S_amplicon,48,UHM_Hellbender_P1_CEC,C3,sample,sample,1,1,1,NA,UHM775,12014,DNA,cloacal swab,12/1/2023,NA,NA,NA,NA,NA,NA,NA,12014,UHM775,18ZB-78,18ZB,7378,3D91534394 4D6B,NA,10/5/2018,M,139,27.4,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM775_34486,21522,16S_amplicon,52,UHM_Hellbender_P1_CEC,F7,sample,sample,1,1,1,NA,UHM775,12015,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12015,UHM775,18ZB-78,18ZB,7378,3D91534394 4D6B,NA,10/5/2018,M,151.1,27,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM775_34551,34063,16S_amplicon,54,UHM_Hellbender_P2_CEC,G3,sample,sample,1,1,1,NA,UHM775,22940,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22940,UHM775,18ZB-78,18ZB,7378,3D91534394 4D6B,NA,10/5/2018,M,197.1,30,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM776_34448,21456,16S_amplicon,46,UHM_Hellbender_P1_CEC,H2,sample,sample,1,1,1,NA,UHM776,12017,DNA,cloacal swab,12/1/2023,NA,NA,NA,NA,NA,NA,NA,12017,UHM776,18ZB-67,18ZB,7367,3D6153439 4A46,NA,10/5/2018,M,129.1,27.9,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM776_34470,21505,16S_amplicon,61,UHM_Hellbender_P1_CEC,F5,sample,sample,1,1,1,NA,UHM776,12018,DNA,cloacal swab,12/6/2023,NA,NA,NA,NA,NA,NA,NA,12018,UHM776,18ZB-67,18ZB,7367,3D6153439 4A46,NA,10/5/2018,M,132.1,29,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM776_34493,21862,16S_amplicon,39,UHM_Hellbender_P1_CEC,E8,sample,sample,1,1,1,NA,UHM776,12019,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12019,UHM776,18ZB-67,18ZB,7367,3D6153439 4A46,NA,10/5/2018,M,168.3,30.7,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM776_34548,34060,16S_amplicon,50,UHM_Hellbender_P2_CEC,D3,sample,sample,1,1,1,NA,UHM776,22943,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22943,UHM776,18ZB-67,18ZB,7367,3D6153439 4A46,NA,10/5/2018,M,180.4,32,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM777_34450,21458,16S_amplicon,59,UHM_Hellbender_P1_CEC,B3,sample,sample,1,1,1,NA,UHM777,12020,DNA,cloacal swab,12/1/2023,NA,NA,NA,NA,NA,NA,NA,12020,UHM777,18ZB-77,18ZB,7377,3D6153439 5010,NA,10/5/2018,M,121.4,25.3,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM777_34485,21521,16S_amplicon,51,UHM_Hellbender_P1_CEC,E7,sample,sample,1,1,1,NA,UHM777,12021,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12021,UHM777,18ZB-77,18ZB,7377,3D6153439 5010,NA,10/5/2018,M,131.4,24.5,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM777_34495,21864,16S_amplicon,48,UHM_Hellbender_P1_CEC,G8,sample,sample,1,1,1,NA,UHM777,12022,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12022,UHM777,18ZB-77,18ZB,7377,3D6153439 5010,NA,10/5/2018,M,148.3,26.5,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM777_34550,34062,16S_amplicon,53,UHM_Hellbender_P2_CEC,F3,sample,sample,1,1,1,NA,UHM777,22946,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22946,UHM777,18ZB-77,18ZB,7377,3D6153439 5010,NA,10/5/2018,M,152.1,27,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM778_35807,35788,16S_amplicon,36,UHM_Hellbender_Partial_P3_CEC,C2,sample,sample,1,1,1,NA,UHM778,22951,DNA,cloacal swab,8/6/2024,NA,NA,NA,NA,NA,NA,NA,22951,UHM778,18ZB-59,18ZB,7359,3D6153439 5D95,NA,10/5/2018,M,170,28,1,NA,NA,,uhm,wild,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,7/31/2024,TN,lewis,Interior Plateau,NA,Shady Bluff,35.56,-87.4,0,metadata,Chloe Cummins,,
UHM778_36109,36104,16S_amplicon,39,UHM_Hellbender_Partial_P3_CEC,D3,sample,sample,1,1,1,NA,UHM778,12025,DNA,cloacal swab,8/8/2024,NA,NA,NA,NA,NA,NA,NA,12025,UHM778,18ZB-59,18ZB,7359,3D6153439 5D95,NA,10/5/2018,M,152.8,27.1,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM778_36110,36105,16S_amplicon,36,UHM_Hellbender_Partial_P3_CEC,E3,sample,sample,1,1,1,NA,UHM778,22949,DNA,cloacal swab,8/8/2024,NA,NA,NA,NA,NA,NA,NA,22949,UHM778,18ZB-59,18ZB,7359,3D6153439 5D95,NA,10/5/2018,M,162.7,29,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM778_36111,36106,16S_amplicon,35,UHM_Hellbender_Partial_P3_CEC,F3,sample,sample,1,1,1,NA,UHM778,22950,DNA,cloacal swab,8/8/2024,NA,NA,NA,NA,NA,NA,NA,22950,UHM778,18ZB-59,18ZB,7359,3D6153439 5D95,NA,10/5/2018,M,189.6,29,1,NA,1,3/22/2024,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,4/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Pia Sandonato,,
UHM779_34435,20917,16S_amplicon,45,UHM_Hellbender_P1_CEC,C1,sample,sample,1,1,1,NA,UHM779,12026,DNA,cloacal swab,11/27/2023,NA,NA,NA,NA,NA,NA,NA,12026,UHM779,18ZB-44,18ZB,7344,3D504AA54E474,NA,10/5/2018,M,113.6,26.2,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM779_34454,21462,16S_amplicon,60,UHM_Hellbender_P1_CEC,F3,sample,sample,1,1,1,NA,UHM779,12027,DNA,cloacal swab,12/1/2023,NA,NA,NA,NA,NA,NA,NA,12027,UHM779,18ZB-44,18ZB,7344,3D504AA54E474,NA,10/5/2018,M,127,27,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM779_34474,21510,16S_amplicon,42,UHM_Hellbender_P1_CEC,B6,sample,sample,1,1,1,NA,UHM779,12028,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12028,UHM779,18ZB-44,18ZB,7344,3D504AA54E474,NA,10/5/2018,M,163.7,27,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM779_34531,34042,16S_amplicon,53,UHM_Hellbender_P2_CEC,C1,sample,sample,1,1,1,NA,UHM779,22952,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,22952,UHM779,18ZB-44,18ZB,7344,3D504AA54E474,NA,10/5/2018,M,172,31,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM782_34446,21454,16S_amplicon,48,UHM_Hellbender_P1_CEC,F2,sample,sample,1,1,1,NA,UHM782,12035,DNA,cloacal swab,12/1/2023,NA,NA,NA,NA,NA,NA,NA,12035,UHM782,18ZB-47,18ZB,7347,3D6153439 6FBD,NA,10/5/2018,M,128.1,26.9,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM782_34467,21502,16S_amplicon,42,UHM_Hellbender_P1_CEC,C5,sample,sample,1,1,1,NA,UHM782,12036,DNA,cloacal swab,12/6/2023,NA,NA,NA,NA,NA,NA,NA,12036,UHM782,18ZB-47,18ZB,7347,3D6153439 6FBD,NA,10/5/2018,M,138.1,26.5,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM782_34490,21859,16S_amplicon,38,UHM_Hellbender_P1_CEC,B8,sample,sample,1,1,1,NA,UHM782,12037,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12037,UHM782,18ZB-47,18ZB,7347,3D6153439 6FBD,NA,10/5/2018,M,144.3,28,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
