"otu","Size","kingdom","phylum","class","order","family","genus"
"Otu00931",50,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu00932",50,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00933",50,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus"
"Otu00934",50,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu00935",50,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckiaceae_unclassified"
"Otu00936",50,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"Otu00937",50,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Vogelbacteria","Candidatus_Vogelbacteria_fa","Candidatus_Vogelbacteria_ge"
"Otu00938",50,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00939",50,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu00940",49,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu00941",49,"Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","R7C24_fa","R7C24_ge"
"Otu00942",49,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"Otu00943",49,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu00944",49,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00945",49,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella"
"Otu00946",49,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Otu00947",48,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00948",48,"Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis"
"Otu00949",48,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu00950",48,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00951",48,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu00952",48,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00953",48,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu00954",48,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu00955",48,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00956",48,"Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge"
"Otu00957",48,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00958",48,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00959",47,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Berkiella"
"Otu00960",47,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter"
"Otu00961",47,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae_unclassified"
"Otu00962",47,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00963",47,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00964",47,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu00965",47,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"Otu00966",47,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu00967",47,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu00968",47,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"Otu00970",47,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","D05-2","D05-2_ge"
"Otu00971",47,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu00973",46,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu00974",46,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","uncultured"
"Otu00975",46,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured"
"Otu00976",46,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu00977",46,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu00978",46,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu00979",46,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu00980",46,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Otu00981",46,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu00982",46,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"Otu00983",46,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia"
"Otu00984",46,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu00985",45,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Anaerococcus"
"Otu00986",45,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_unclassified","Peptostreptococcales-Tissierellales_unclassified"
"Otu00987",45,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu00988",45,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus"
"Otu00989",45,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu00990",45,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu00992",45,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae_ge"
"Otu00993",45,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenaceae_ge"
"Otu00995",45,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella"
"Otu00996",45,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Flexivirga"
"Otu00997",45,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu00999",44,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified"
"Otu01001",44,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01002",44,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","uncultured"
"Otu01003",44,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01005",44,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01006",44,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01007",44,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01008",44,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu01009",44,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Zymophilus"
"Otu01010",44,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrionaceae_unclassified"
"Otu01011",43,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus"
"Otu01012",43,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","uncultured"
"Otu01013",43,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01014",43,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_unclassified","Peptostreptococcales-Tissierellales_unclassified"
"Otu01015",43,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu01016",43,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_unclassified"
"Otu01018",43,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu01019",43,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge"
"Otu01020",43,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"Otu01021",43,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01022",43,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Otu01023",43,"Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","UCG-010_ge"
"Otu01024",43,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelatoclostridiaceae_unclassified"
"Otu01025",42,"Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma"
"Otu01026",42,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01027",42,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01028",42,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01029",42,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"Otu01030",42,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01031",42,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"Otu01032",42,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group_fa","Clostridia_vadinBB60_group_ge"
"Otu01033",42,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichales_unclassified","Erysipelotrichales_unclassified"
"Otu01034",42,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","uncultured"
"Otu01035",42,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","cvE6_ge"
"Otu01036",42,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter"
"Otu01037",42,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Otu01038",42,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Negativicoccus"
"Otu01039",42,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu01040",42,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"Otu01041",42,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01042",42,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01043",42,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01044",42,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01045",42,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01046",42,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella"
"Otu01047",42,"Bacteria","Firmicutes","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu01048",41,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III","Clade_III_ge"
"Otu01049",41,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella"
"Otu01050",41,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu01051",41,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01052",41,"Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu01053",41,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_7"
"Otu01054",41,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu01055",41,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu01056",41,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu01057",41,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01058",41,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"Otu01059",41,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu01060",40,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01061",40,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Epulopiscium"
"Otu01062",40,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01063",40,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01064",40,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu01065",40,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01066",40,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillaceae_unclassified"
"Otu01067",40,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01068",40,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01069",40,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu01070",40,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","uncultured"
"Otu01071",40,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"Otu01072",40,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu01073",40,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_unclassified"
"Otu01074",40,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_ge"
"Otu01076",40,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01077",40,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01078",40,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_unclassified"
"Otu01080",40,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01081",40,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu01082",40,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovoracaceae_unclassified"
"Otu01083",39,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_unclassified"
"Otu01084",39,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Otu01087",39,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter"
"Otu01088",39,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01089",39,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","uncultured"
"Otu01090",39,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu01091",39,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01092",39,"Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Shimazuella"
"Otu01093",39,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01094",39,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"Otu01095",39,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
